customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureBucket,FamilyIndicator,SupportBundle,StreamingBundle,Treatment_Prob,Treatment,TreatmentEffect,BaseProb,TreatedProb,Y0,Y1,Outcome,uplift_pred,segment
1205-WNWPJ,Female,0,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.5,415.95,1,0-1 Year,0,1,1,0.5,1,0.2,0.35,0.1499999999999999,1,1,1,0.194658917353292,Sleeping Dogs
9391-EOYLI,Male,1,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.45,950.2,1,0-1 Year,1,0,1,0.7,1,0.47,0.6000000000000001,0.1300000000000001,1,1,1,0.3190698184464844,Persuadable
7108-DGVUU,Female,1,Yes,No,21,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),71.7,1497.05,0,1-2 Years,1,2,1,0.5,0,0.35,0.25,0.01,1,1,1,0.20728756882441546,Persuadable
2782-JEEBU,Male,0,No,No,21,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,36.0,780.15,0,1-2 Years,0,2,0,0.3,1,0.2,0.35,0.1499999999999999,1,1,1,0.17919282557291338,Sleeping Dogs
5127-BZENZ,Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),65.2,3512.15,0,4-6 Years,1,1,1,0.3,1,0.1,0.0499999999999999,0.01,1,1,1,0.05560148443134597,Sleeping Dogs
2720-FVBQP,Female,0,Yes,Yes,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.95,273.25,0,0-1 Year,1,0,0,0.5,0,0.2,0.35,0.1499999999999999,1,1,1,0.1982883797403117,Sleeping Dogs
9906-NHHVC,Female,1,No,No,65,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),53.5,3517.9,0,4-6 Years,0,2,2,0.5,1,0.25,0.15,0.01,1,1,1,0.0817413996559383,Sleeping Dogs
4522-XRWWI,Male,0,Yes,No,42,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),80.45,3375.9,0,2-4 Years,1,2,2,0.5,0,0.22,0.1999999999999999,0.01,1,1,1,0.14784815029730242,Sleeping Dogs
3766-EJLFL,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.05,7508.55,0,4-6 Years,1,3,2,0.5,0,0.22,0.1999999999999999,0.01,1,1,1,0.25562364357653833,Persuadable
5939-SXWHM,Male,0,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.3,1245.05,0,2-4 Years,1,0,0,0.3,1,0.1,0.0499999999999999,0.01,1,1,1,0.07555896088812446,Sleeping Dogs
8152-UOBNY,Female,1,No,No,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,106.8,5347.95,0,4-6 Years,0,2,2,0.7,0,0.37,0.3,0.01,1,1,1,0.21562501230350442,Persuadable
7351-KYHQH,Female,1,No,No,7,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.95,493.65,0,0-1 Year,0,2,1,0.7,0,0.35,0.45,0.1,1,1,1,0.2967555761682424,Persuadable
7643-RCHXS,Female,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.35,1263.85,0,4-6 Years,1,0,0,0.3,0,0.1,0.0499999999999999,0.01,1,1,1,0.08408103585308208,Sleeping Dogs
8246-SHFGA,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.1,385.55,0,1-2 Years,0,0,0,0.3,0,0.2,0.35,0.1499999999999999,1,0,1,0.1931281176453009,Sleeping Dogs
8387-MOJJT,Female,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.95,3384.0,1,2-4 Years,1,0,1,0.3,0,0.1,0.2499999999999999,0.1499999999999999,1,0,1,0.11018860925785609,Sleeping Dogs
0620-XEFWH,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.85,84.2,0,0-1 Year,1,0,0,0.5,0,0.2,0.35,0.1499999999999999,1,1,1,0.18390706823267683,Sleeping Dogs
6485-QXWWE,Female,0,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.0,1638.7,0,4-6 Years,1,0,0,0.3,0,0.1,0.0499999999999999,0.01,1,1,1,0.05839972052857239,Sleeping Dogs
2761-OCIAX,Male,1,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,165.4,1,0-1 Year,0,1,0,0.7,1,0.35,0.45,0.1,0,1,1,0.30637073990804653,Persuadable
7321-VGNKU,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,120.25,0,0-1 Year,1,0,0,0.5,0,0.2,0.35,0.1499999999999999,0,1,0,0.266221201335395,Persuadable
5327-CNLUQ,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),96.9,4473.45,0,2-4 Years,1,3,1,0.5,1,0.22,0.1999999999999999,0.01,0,1,1,0.17763626793267473,Sleeping Dogs
7552-KEYGT,Male,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,520.55,0,2-4 Years,1,0,0,0.3,0,0.1,0.15,0.0499999999999999,1,1,1,0.12778703070508524,Sleeping Dogs
5816-JMLGY,Female,0,Yes,Yes,70,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.4,5717.85,0,4-6 Years,1,3,2,0.5,1,0.22,0.1999999999999999,0.01,1,1,1,0.13558859326926884,Sleeping Dogs
3068-OMWZA,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.8,88.8,1,0-1 Year,0,1,1,0.8999999999999999,1,0.47,0.6000000000000001,0.1300000000000001,1,1,1,0.27232759566359416,Persuadable
2927-QRRQV,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,94.65,4312.5,0,2-4 Years,1,2,1,0.5,0,0.22,0.1999999999999999,0.01,1,1,1,0.18680639587834144,Sleeping Dogs
6032-KRXXO,Male,0,No,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.25,2755.35,1,2-4 Years,0,0,2,0.5,1,0.22,0.5,0.28,1,0,0,0.13554259338525412,Sleeping Dogs
7459-RRWQZ,Female,0,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.65,994.55,1,1-2 Years,0,1,1,0.3,0,0.2,0.35,0.1499999999999999,0,1,0,0.20186907821497926,Persuadable
6265-SXWBU,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),95.75,6511.25,0,4-6 Years,1,2,1,0.5,0,0.22,0.1999999999999999,0.01,1,1,1,0.16250464931071612,Sleeping Dogs
7941-RCJOW,Male,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.55,1218.65,0,4-6 Years,0,0,0,0.3,0,0.1,0.0499999999999999,0.01,1,1,1,0.05279780641978704,Sleeping Dogs
6374-NTQLP,Male,1,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.1,7447.7,0,4-6 Years,1,3,2,0.7,0,0.37,0.3,0.01,0,1,0,0.223469426881031,Persuadable
4154-AQUGT,Male,1,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.05,1169.35,1,1-2 Years,1,2,1,0.7,0,0.47,0.6000000000000001,0.1300000000000001,0,1,0,0.36463737660539464,Persuadable
2387-KDZQY,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.1,279.5,0,1-2 Years,0,0,0,0.3,1,0.2,0.15,0.01,1,1,1,0.15754949199878546,Sleeping Dogs
3584-WKTTW,Male,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.55,5720.35,0,4-6 Years,1,3,2,0.5,1,0.22,0.1999999999999999,0.01,1,1,1,0.24672628906579785,Persuadable
3399-BMLVW,Male,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),60.5,3121.45,0,4-6 Years,1,3,0,0.3,1,0.1,0.0499999999999999,0.01,1,1,1,0.06380967914852922,Sleeping Dogs
1971-DTCZB,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.95,6468.6,0,4-6 Years,1,4,2,0.5,1,0.22,0.1999999999999999,0.01,0,1,1,0.1632207413315033,Sleeping Dogs
3092-IGHWF,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,87.4,5918.8,1,4-6 Years,1,2,0,0.5,0,0.22,0.1999999999999999,0.01,1,1,1,0.18850255662592674,Sleeping Dogs
3374-PZLXD,Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,675.6,0,2-4 Years,0,0,0,0.3,1,0.1,0.35,0.2499999999999999,0,0,0,0.07259295087452824,Sleeping Dogs
3813-DHBBB,Male,0,Yes,No,67,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),50.95,3521.7,0,4-6 Years,1,3,1,0.3,0,0.1,0.0499999999999999,0.01,1,1,1,0.05019715411316831,Sleeping Dogs
2812-REYAT,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.05,923.1,0,4-6 Years,1,0,0,0.3,1,0.1,0.0499999999999999,0.01,1,1,1,0.06543175808585161,Sleeping Dogs
6518-PPLMZ,Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.4,1110.35,0,4-6 Years,1,0,0,0.3,1,0.1,0.0499999999999999,0.01,1,1,1,0.057720881707726567,Sleeping Dogs
4939-KYYPY,Male,0,No,No,27,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.45,1611.65,0,2-4 Years,0,2,0,0.3,0,0.1,0.35,0.2499999999999999,1,1,1,0.18286607740398308,Sleeping Dogs
8017-LXHFA,Female,1,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,2293.6,1,1-2 Years,0,1,2,0.7,1,0.47,0.6000000000000001,0.1300000000000001,0,1,1,0.2911990663851045,Persuadable
5930-GBIWP,Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),81.5,5553.25,0,4-6 Years,0,4,1,0.5,1,0.22,0.1999999999999999,0.01,1,1,1,0.14779314531462884,Sleeping Dogs
6022-KOUQO,Female,0,Yes,Yes,2,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.05,44.75,0,0-1 Year,1,1,0,0.5,0,0.2,0.35,0.1499999999999999,0,1,0,0.18119457471040828,Sleeping Dogs
6352-TWCAU,Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.45,3029.1,1,2-4 Years,0,0,1,0.5,0,0.22,0.5,0.28,0,1,0,0.21593367356192006,Persuadable
2361-UPSND,Female,0,Yes,No,46,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,70.6,3231.05,0,2-4 Years,1,3,1,0.3,0,0.1,0.0499999999999999,0.01,1,1,1,0.07708332861439127,Sleeping Dogs
6035-RIIOM,Female,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),97.2,5129.45,0,4-6 Years,0,1,2,0.5,0,0.22,0.1999999999999999,0.01,1,1,1,0.1629582965884796,Sleeping Dogs
2929-QNSRW,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,98.25,5508.35,1,4-6 Years,1,1,2,0.5,0,0.22,0.1999999999999999,0.01,1,1,1,0.1780147074438054,Sleeping Dogs
1262-OPMFY,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.75,655.9,1,0-1 Year,1,1,0,0.5,1,0.2,0.35,0.1499999999999999,1,0,0,0.1775369576250526,Sleeping Dogs
9504-DSHWM,Male,0,No,No,20,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.2,1191.2,0,1-2 Years,0,2,0,0.3,0,0.2,0.35,0.1499999999999999,1,1,1,0.1804919317284236,Sleeping Dogs
5035-BVCXS,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,75.9,866.4,0,0-1 Year,0,1,0,0.5,1,0.2,0.35,0.1499999999999999,1,1,1,0.19779498837055243,Sleeping Dogs
6267-DCFFZ,Female,1,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.05,2627.2,0,2-4 Years,1,1,1,0.7,0,0.37,0.6000000000000001,0.2300000000000001,0,1,0,0.2734456063984009,Persuadable
3533-UVMOM,Male,0,Yes,No,68,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),70.95,4741.45,0,4-6 Years,1,3,1,0.3,0,0.1,0.0499999999999999,0.01,1,1,1,0.062201432083389956,Sleeping Dogs
2439-LYPMQ,Male,1,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.6,4009.2,0,2-4 Years,1,2,2,0.7,0,0.37,0.5000000000000001,0.1300000000000001,0,1,0,0.3141158154771293,Persuadable
4248-QPAVC,Female,1,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.35,1463.45,1,1-2 Years,1,2,0,0.7,1,0.47,0.6000000000000001,0.1300000000000001,0,1,1,0.2905639554818113,Persuadable
1899-VXWXM,Male,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),106.1,5082.8,1,2-4 Years,0,2,2,0.5,0,0.22,0.1999999999999999,0.01,1,1,1,0.15998289357625803,Sleeping Dogs
1478-VPOAD,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,43.8,43.8,0,0-1 Year,0,0,0,0.5,0,0.2,0.35,0.1499999999999999,1,1,1,0.21523617642212373,Persuadable
9995-HOTOH,Male,0,Yes,Yes,63,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,59.0,3707.6,0,4-6 Years,1,3,2,0.3,0,0.1,0.0499999999999999,0.01,1,1,1,0.08900663080197874,Sleeping Dogs
2988-PLAHS,Female,0,No,No,3,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,69.95,220.45,0,0-1 Year,0,1,2,0.5,1,0.2,0.15,0.01,1,1,1,0.1532240917585245,Sleeping Dogs
1371-OJCEK,Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.35,1133.7,0,2-4 Years,0,0,0,0.3,0,0.1,0.0499999999999999,0.01,1,1,1,0.07737932588755479,Sleeping Dogs
4999-IEZLT,Male,0,No,No,66,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),29.45,1983.15,0,4-6 Years,0,1,0,0.3,0,0.1,0.0499999999999999,0.01,1,1,1,0.057530671295744094,Sleeping Dogs
8883-ANODQ,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),84.4,5746.75,0,4-6 Years,1,2,0,0.5,1,0.22,0.1999999999999999,0.01,0,1,1,0.13834876599548088,Sleeping Dogs
4690-LLKUA,Male,1,No,No,17,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.05,770.6,1,1-2 Years,0,0,0,0.5,0,0.35,0.45,0.1,1,1,1,0.2485125129194538,Persuadable
2351-RRBUE,Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,134.05,0,0-1 Year,1,0,0,0.5,0,0.2,0.15,0.01,1,1,1,0.1562900799479849,Sleeping Dogs
5980-BDHPY,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.1,6230.1,0,4-6 Years,1,4,2,0.5,1,0.22,0.1999999999999999,0.01,1,1,1,0.16415121720974457,Sleeping Dogs
1498-DQNRX,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,573.05,0,2-4 Years,1,0,0,0.3,1,0.1,0.35,0.2499999999999999,1,0,0,0.12539324495173207,Sleeping Dogs
9469-WEJBT,Male,0,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.35,3419.3,0,2-4 Years,1,2,1,0.5,0,0.22,0.4,0.18,0,1,0,0.24266628625201997,Persuadable
3331-HQDTW,Female,0,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,109.8,3587.25,1,2-4 Years,0,3,2,0.5,1,0.22,0.5,0.28,0,1,1,0.19191878695202624,Sleeping Dogs
9490-DFPMD,Female,1,No,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.65,3541.35,1,2-4 Years,0,0,1,0.7,1,0.37,0.5000000000000001,0.1300000000000001,1,1,1,0.2329646275510566,Persuadable
2581-VKIRT,Female,0,Yes,Yes,59,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,65.5,3801.3,0,4-6 Years,1,3,0,0.3,0,0.1,0.0499999999999999,0.01,1,1,1,0.05315792525945048,Sleeping Dogs
5442-XSDCW,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.5,868.5,1,0-1 Year,1,0,1,0.5,1,0.2,0.35,0.1499999999999999,1,1,1,0.22698404190328506,Persuadable
7426-WEIJX,Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.95,4859.1,0,4-6 Years,1,1,0,0.7,1,0.37,0.5000000000000001,0.1300000000000001,1,1,1,0.22256990062697873,Persuadable
2851-MMUTZ,Female,0,No,No,27,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,56.15,1439.35,0,2-4 Years,0,2,0,0.3,0,0.1,0.35,0.2499999999999999,1,0,1,0.12971503393690764,Sleeping Dogs
3049-NDXFL,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.8,85.8,1,0-1 Year,0,0,1,0.7,1,0.32,0.5,0.18,0,1,1,0.23142169468359403,Persuadable
8580-AECUZ,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.1,79.1,1,0-1 Year,0,0,1,0.7,1,0.35,0.45,0.1,0,1,1,0.2599945727138936,Persuadable
3307-TLCUD,Male,0,Yes,No,17,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,34.4,592.75,0,1-2 Years,1,2,0,0.3,1,0.2,0.35,0.1499999999999999,0,1,1,0.20495514776833923,Persuadable
6625-FLENO,Male,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,1185.95,0,4-6 Years,1,0,0,0.3,1,0.1,0.0499999999999999,0.01,1,1,1,0.05908599983263481,Sleeping Dogs
2967-MXRAV,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,18.8,0,0-1 Year,1,0,0,0.5,1,0.2,0.15,0.01,1,1,1,0.1689408926008506,Sleeping Dogs
7963-GQRMY,Female,0,Yes,Yes,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.3,134.5,1,0-1 Year,1,0,0,0.5,0,0.2,0.35,0.1499999999999999,1,0,1,0.19188223357352793,Sleeping Dogs
8189-HBVRW,Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,90.8,4921.2,0,4-6 Years,0,3,0,0.5,1,0.22,0.4,0.18,1,1,1,0.22853388517810008,Persuadable
4163-KIUHY,Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.6,901.25,0,2-4 Years,0,0,0,0.3,1,0.1,0.35,0.2499999999999999,0,1,1,0.1684509357067019,Sleeping Dogs
1228-FZFRV,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),105.95,5341.8,1,4-6 Years,1,2,2,0.5,0,0.22,0.4,0.18,1,0,1,0.16968672977537952,Sleeping Dogs
3500-NSDOA,Male,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),70.8,4859.95,0,4-6 Years,1,2,1,0.3,0,0.1,0.0499999999999999,0.01,1,1,1,0.06152632416524614,Sleeping Dogs
1171-TYKUR,Male,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.4,1139.2,0,2-4 Years,1,0,0,0.3,1,0.1,0.2499999999999999,0.1499999999999999,1,1,1,0.16687248334103802,Sleeping Dogs
3761-FLYZI,Female,1,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.8,7082.45,0,4-6 Years,1,2,2,0.7,1,0.37,0.5000000000000001,0.1300000000000001,0,1,1,0.2343358529232572,Persuadable
2058-DCJBE,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.75,324.6,1,0-1 Year,0,0,0,0.5,0,0.2,0.35,0.1499999999999999,0,0,0,0.2410046023027791,Persuadable
5364-XYIRR,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.65,4812.75,1,4-6 Years,1,0,2,0.5,0,0.22,0.4,0.18,1,0,1,0.21952329237727808,Persuadable
4829-AUOAX,Female,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.05,4399.5,1,2-4 Years,0,0,2,0.5,0,0.22,0.4,0.18,0,0,0,0.20989966668182228,Persuadable
1219-NNDDO,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.85,663.55,0,0-1 Year,0,0,0,0.5,1,0.2,0.35,0.1499999999999999,1,0,0,0.2680954005799284,Persuadable
8388-DMKAE,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25,174.65,0,0-1 Year,0,0,0,0.5,0,0.2,0.15,0.01,1,1,1,0.15091197309738036,Sleeping Dogs
4403-BWPAY,Male,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.8,321.7,0,1-2 Years,0,0,0,0.3,1,0.2,0.15,0.01,1,1,1,0.16209998441602036,Sleeping Dogs
9659-QEQSY,Female,0,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,115.65,5125.5,0,2-4 Years,0,4,2,0.5,1,0.22,0.4,0.18,0,1,1,0.28156405394816614,Persuadable
5405-ZMYXQ,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.6,548.9,0,0-1 Year,0,0,0,0.5,1,0.2,0.35,0.1499999999999999,1,1,1,0.20697259765745385,Persuadable
5047-LHVLY,Male,1,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.15,50.15,1,0-1 Year,1,1,0,0.7,1,0.35,0.45,0.1,1,1,1,0.3049349707152949,Persuadable
1442-OKRJE,Male,0,Yes,Yes,66,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.15,7031.3,0,4-6 Years,1,3,2,0.5,1,0.22,0.1999999999999999,0.01,1,1,1,0.19912450124570436,Sleeping Dogs
4737-AQCPU,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),72.1,5016.65,0,4-6 Years,1,4,0,0.3,0,0.1,0.0499999999999999,0.01,1,1,1,0.0692249256960523,Sleeping Dogs
9158-VCTQB,Female,0,Yes,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),113.6,4594.95,1,2-4 Years,1,4,2,0.5,0,0.22,0.4,0.18,1,0,1,0.1801649618581704,Sleeping Dogs
2808-CHTDM,Female,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1,611.45,0,1-2 Years,1,0,0,0.3,0,0.2,0.15,0.01,1,1,1,0.15489487712113137,Sleeping Dogs
6311-UEUME,Female,0,No,No,29,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.9,2384.15,1,2-4 Years,0,0,1,0.3,0,0.1,0.35,0.2499999999999999,1,1,1,0.18216446299441114,Sleeping Dogs
